log10PER,P_Pa,T_degC,Elevation,X_Easting,Y_Northing
-15.0,7189908.0,84.041,-100.0,2150.0,141.0
-15.0,8960045.0,103.11,-300.0,2150.0,141.0
-15.0,10715082.0,122.045,-500.0,2150.0,141.0
-15.0,12458732.0,140.605,-700.0,2150.0,141.0
-15.522878745280336,13752980.0,154.604,-850.0,2150.0,141.0
-15.522878745280336,14599748.0,164.834,-950.0,2150.0,141.0
-15.522878745280336,15443101.0,174.938,-1050.0,2150.0,141.0
-15.522878745280336,16695425.0,189.641,-1200.0,2150.0,141.0
-15.522878745280336,18335071.0,206.804,-1400.0,2150.0,141.0
-15.522878745280336,19537936.0,218.611,-1550.0,2150.0,141.0
-15.522878745280336,20326985.0,226.796,-1650.0,2150.0,141.0
-15.522878745280336,21103831.0,234.927,-1750.0,2150.0,141.0
-13.30102999566398,1729715.0,30.763,450.0,1350.0,-509.0
-13.30102999566398,3086090.0,41.017,300.0,1350.0,-509.0
-13.30102999566398,4861139.0,52.219,100.0,1350.0,-509.0
-13.30102999566398,6617239.0,62.504,-100.0,1350.0,-509.0
-13.30102999566398,8372726.0,72.567,-300.0,1350.0,-509.0
-13.522878745280336,10155971.0,83.159,-500.0,1350.0,-509.0
-13.522878745280336,11949664.0,98.007,-700.0,1350.0,-509.0
-15.30102999566398,13318464.0,120.032,-850.0,1350.0,-509.0
-15.30102999566398,14206999.0,135.203,-950.0,1350.0,-509.0
-15.30102999566398,15091774.0,150.263,-1050.0,1350.0,-509.0
-15.30102999566398,16401764.0,172.615,-1200.0,1350.0,-509.0
-15.30102999566398,18104716.0,204.128,-1400.0,1350.0,-509.0
-15.30102999566398,19340500.0,233.784,-1550.0,1350.0,-509.0
-15.30102999566398,20131673.0,256.833,-1650.0,1350.0,-509.0
-15.30102999566398,20876992.0,283.42,-1750.0,1350.0,-509.0
-16.0,1667623.0,58.452,450.0,-1050.0,-309.0
-16.0,3068810.0,86.176,300.0,-1050.0,-309.0
-16.0,4891357.0,113.303,100.0,-1050.0,-309.0
-16.0,6689984.0,136.798,-100.0,-1050.0,-309.0
-16.0,8471471.0,158.336,-300.0,-1050.0,-309.0
-16.0,10215097.0,181.399,-500.0,-1050.0,-309.0
-16.0,11973778.0,206.018,-700.0,-1050.0,-309.0
-16.0,13283812.0,223.495,-850.0,-1050.0,-309.0
-16.0,14131961.0,233.354,-950.0,-1050.0,-309.0
-16.0,14968889.0,241.895,-1050.0,-1050.0,-309.0
-16.0,16210857.0,253.207,-1200.0,-1050.0,-309.0
-16.0,17854130.0,266.844,-1400.0,-1050.0,-309.0
-16.0,19072605.0,278.326,-1550.0,-1050.0,-309.0
-16.0,19870622.0,287.46,-1650.0,-1050.0,-309.0
-16.0,20647097.0,299.166,-1750.0,-1050.0,-309.0
-15.0,2282289.0,25.51,450.0,-1050.0,1341.0
-15.0,3520110.0,31.649,300.0,-1050.0,1341.0
-15.0,5194460.0,40.859,100.0,-1050.0,1341.0
-15.0,6911178.0,51.71,-100.0,-1050.0,1341.0
-15.0,8666147.0,64.322,-300.0,-1050.0,1341.0
-15.0,10454172.0,78.806,-500.0,-1050.0,1341.0
-15.0,12257879.0,95.131,-700.0,-1050.0,1341.0
-15.522878745280336,13601944.0,108.734,-850.0,-1050.0,1341.0
-15.522878745280336,14482665.0,118.663,-950.0,-1050.0,1341.0
-15.522878745280336,15362484.0,129.01,-1050.0,-1050.0,1341.0
-15.522878745280336,16675260.0,145.249,-1200.0,-1050.0,1341.0
-15.522878745280336,18410235.0,168.163,-1400.0,-1050.0,1341.0
-15.522878745280336,19696371.0,187.351,-1550.0,-1050.0,1341.0
-15.522878745280336,20542225.0,201.377,-1650.0,-1050.0,1341.0
-15.522878745280336,21376468.0,216.258,-1750.0,-1050.0,1341.0
-15.0,1945228.0,36.243,450.0,1750.0,841.0
-15.0,3290926.0,53.907,300.0,1750.0,841.0
-15.0,5110136.0,79.208,100.0,1750.0,841.0
-15.0,6905319.0,105.029,-100.0,1750.0,841.0
-15.0,8689049.0,131.975,-300.0,1750.0,841.0
-15.0,10470638.0,161.456,-500.0,1750.0,841.0
-15.0,12237560.0,194.19,-700.0,1750.0,841.0
-15.522878745280336,13611166.0,217.813,-850.0,1750.0,841.0
-15.522878745280336,14516374.0,231.684,-950.0,1750.0,841.0
-15.522878745280336,15397083.0,244.401,-1050.0,1750.0,841.0
-15.522878745280336,16681712.0,260.343,-1200.0,1750.0,841.0
-15.522878745280336,18336887.0,279.624,-1400.0,1750.0,841.0
-15.522878745280336,19538070.0,293.792,-1550.0,1750.0,841.0
-15.522878745280336,20319004.0,302.545,-1650.0,1750.0,841.0
-15.522878745280336,21083110.0,310.901,-1750.0,1750.0,841.0
-11.69897000433602,1730264.0,189.459,450.0,300.0,-109.0
-11.69897000433602,3066952.0,196.793,300.0,300.0,-109.0
-11.69897000433602,4838919.0,198.507,100.0,300.0,-109.0
-11.30102999566398,6593888.0,197.421,-100.0,300.0,-109.0
-11.69897000433602,8338692.0,188.677,-300.0,300.0,-109.0
-11.69897000433602,10091203.0,166.595,-500.0,300.0,-109.0
-11.69897000433602,11850626.0,154.646,-700.0,300.0,-109.0
-15.30102999566398,13189061.0,227.001,-850.0,300.0,-109.0
-15.30102999566398,14082669.0,264.234,-950.0,300.0,-109.0
-15.30102999566398,14980230.0,290.01,-1050.0,300.0,-109.0
-15.30102999566398,16273623.0,309.53,-1200.0,300.0,-109.0
-15.30102999566398,17928921.0,323.065,-1400.0,300.0,-109.0
-15.30102999566398,19165806.0,329.986,-1550.0,300.0,-109.0
-15.30102999566398,19959683.0,333.261,-1650.0,300.0,-109.0
-15.30102999566398,20742416.0,336.505,-1750.0,300.0,-109.0
-13.30102999566398,1745485.0,40.516,450.0,0.0,-859.0
-13.30102999566398,3112643.0,54.623,300.0,0.0,-859.0
-13.30102999566398,4885621.0,67.447,100.0,0.0,-859.0
-13.30102999566398,6631941.0,79.414,-100.0,0.0,-859.0
-13.30102999566398,8349655.0,91.455,-300.0,0.0,-859.0
-13.522878745280336,10173540.0,95.925,-500.0,0.0,-859.0
-13.30102999566398,11954492.0,94.277,-700.0,0.0,-859.0
-13.30102999566398,13273891.0,116.926,-850.0,0.0,-859.0
-13.30102999566398,14161533.0,135.784,-950.0,0.0,-859.0
-13.30102999566398,15043777.0,154.767,-1050.0,0.0,-859.0
-15.0,16374789.0,184.565,-1200.0,0.0,-859.0
-15.30102999566398,18086589.0,217.523,-1400.0,0.0,-859.0
-15.30102999566398,19327486.0,241.331,-1550.0,0.0,-859.0
-15.30102999566398,20131004.0,257.485,-1650.0,0.0,-859.0
-15.30102999566398,20912707.0,274.292,-1750.0,0.0,-859.0
-15.0,1828854.0,35.747,450.0,1750.0,41.0
-15.0,3207052.0,51.39,300.0,1750.0,41.0
-15.0,5008012.0,70.708,100.0,1750.0,41.0
-15.0,6788371.0,89.834,-100.0,1750.0,41.0
-15.0,8558900.0,105.712,-300.0,1750.0,41.0
-15.0,10324726.0,122.066,-500.0,1750.0,41.0
-15.0,12090382.0,141.247,-700.0,1750.0,41.0
-15.30102999566398,13417393.0,161.696,-850.0,1750.0,41.0
-15.30102999566398,14293090.0,175.465,-950.0,1750.0,41.0
-15.30102999566398,15162598.0,188.253,-1050.0,1750.0,41.0
-15.30102999566398,16446844.0,205.549,-1200.0,1750.0,41.0
-15.30102999566398,18108961.0,225.124,-1400.0,1750.0,41.0
-15.30102999566398,19308354.0,238.609,-1550.0,1750.0,41.0
-15.30102999566398,20084348.0,247.839,-1650.0,1750.0,41.0
-15.30102999566398,20835164.0,257.492,-1750.0,1750.0,41.0
